,isbn,title,authors,average_rating,image_url
1949,1593070942,"Hellboy, Vol. 1: Seed of Destruction (Hellboy, #1)","Mike Mignola, John Byrne",4.11,https://images.gr-assets.com/books/1486039246m/102458.jpg
1950,,"The Evolution of Mara Dyer (Mara Dyer, #2)",Michelle Hodkin,4.33,https://images.gr-assets.com/books/1336663149m/13643567.jpg
1951,1423160916,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,4.26,https://images.gr-assets.com/books/1434701340m/15724396.jpg
1952,140439242,"The Man in the Iron Mask (The D'Artagnan Romances, #3.3)","Alexandre Dumas, Francine du Plessix Gray, Joachim Neugroschel",3.97,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1953,143039989,The Haunting of Hill House,"Shirley Jackson, Laura   Miller",3.89,https://images.gr-assets.com/books/1327871336m/89717.jpg
1954,684856476,The Rum Diary,Hunter S. Thompson,3.83,https://images.gr-assets.com/books/1430534762m/18864.jpg
1955,60885432,"Little Town on the Prairie  (Little House, #7)","Laura Ingalls Wilder, Garth Williams",4.18,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1956,312181108,I Capture the Castle,Dodie Smith,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1957,1905654871,"Destined (House of Night, #9)","P.C. Cast, Kristin Cast",4.04,https://images.gr-assets.com/books/1406962311m/7933617.jpg
1958,312383282,"Finger Lickin' Fifteen (Stephanie Plum, #15)",Janet Evanovich,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1959,61177598,Women,Charles Bukowski,3.89,https://images.gr-assets.com/books/1325028693m/38500.jpg
1960,451200810,"North and South (North and South, #1)",John Jakes,4.19,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1961,044101819X,"Silver Borne (Mercy Thompson, #5)",Patricia Briggs,4.38,https://images.gr-assets.com/books/1258762890m/6587387.jpg
1962,752858491,"The Bourne Ultimatum (Jason Bourne, #3)",Robert Ludlum,4.04,https://images.gr-assets.com/books/1408928937m/31259.jpg
1963,6486010,"Fool's Errand (Tawny Man, #1)",Robin Hobb,4.29,https://images.gr-assets.com/books/1360508839m/68488.jpg
1964,399167838,"The Young Elites (The Young Elites, #1)",Marie Lu,3.93,https://images.gr-assets.com/books/1407318399m/20821111.jpg
1965,515126772,"Jewels of the Sun (Gallaghers of Ardmore, #1)",Nora Roberts,4.22,https://images.gr-assets.com/books/1388194052m/59810.jpg
1966,140449337,Meditations,"Marcus Aurelius, Martin Hammond, Diskin Clay",4.2,https://images.gr-assets.com/books/1421618636m/30659.jpg
1967,078684907X,"Peter and the Starcatchers (Peter and the Starcatchers, #1)","Dave Barry, Ridley Pearson, Greg Call",4.01,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1968,143036556,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.92,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1969,679735909,Possession,A.S. Byatt,3.88,https://images.gr-assets.com/books/1391124124m/41219.jpg
1970,1423102282,"Revelations (Blue Bloods, #3)",Melissa de la Cruz,3.89,https://images.gr-assets.com/books/1322343073m/2753843.jpg
1971,425143325,"Without Remorse (Jack Ryan Universe, #1)",Tom Clancy,4.16,https://images.gr-assets.com/books/1310082706m/19668.jpg
1972,1566195764,The Interpretation of Dreams,Sigmund Freud,3.81,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1973,671685635,Ghost Story,Peter Straub,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1974,64410153,"The Penultimate Peril (A Series of Unfortunate Events, #12)","Lemony Snicket, Brett Helquist",4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1975,076790382X,I'm a Stranger Here Myself: Notes on Returning to America after Twenty Years Away,Bill Bryson,3.89,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1976,64410161,"The End (A Series of Unfortunate Events, #13)","Lemony Snicket, Brett Helquist",3.99,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1977,143035746,The Liars' Club,Mary Karr,3.92,https://images.gr-assets.com/books/1499665766m/14241.jpg
1978,193700788X,"Dead Ever After (Sookie Stackhouse, #13)",Charlaine Harris,3.39,https://images.gr-assets.com/books/1352158186m/15985348.jpg
1979,000712774X,The Illustrated Man,Ray Bradbury,4.13,https://images.gr-assets.com/books/1374049820m/24830.jpg
1980,,"Naked (The Blackstone Affair, #1)",Raine Miller,4.02,https://images.gr-assets.com/books/1346136598m/15852756.jpg
1981,374104093,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.62,https://images.gr-assets.com/books/1403941587m/17934530.jpg
1982,,"Breathe (Sea Breeze, #1)",Abbi Glines,3.88,https://images.gr-assets.com/books/1341120438m/11479285.jpg
1983,60775823,The Runaway Bunny,"Margaret Wise Brown, Clement Hurd",4.14,https://images.gr-assets.com/books/1468816103m/58922.jpg
1984,553805371,The Grand Design,"Stephen Hawking, Leonard Mlodinow",4.0,https://images.gr-assets.com/books/1320558363m/8520362.jpg
1985,385517238,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1986,452277752,The Bachman Books,"Richard Bachman, Stephen King",4.1,https://images.gr-assets.com/books/1374049003m/10617.jpg
1987,140006922X,Zealot: The Life and Times of Jesus of Nazareth,Reza Aslan,3.82,https://images.gr-assets.com/books/1367929567m/17568801.jpg
1988,812551494,"Soul of the Fire (Sword of Truth, #5)",Terry Goodkind,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1989,1590514637,The Art of Hearing Heartbeats,"Jan-Philipp Sendker, Kevin Wiliarty",3.98,https://images.gr-assets.com/books/1320437247m/11331421.jpg
1990,1857231384,"Consider Phlebas (Culture, #1)",Iain M. Banks,3.85,https://images.gr-assets.com/books/1327951890m/8935689.jpg
1991,671646788,The Magic of Thinking Big,David J. Schwartz,4.19,https://images.gr-assets.com/books/1404632064m/759945.jpg
1992,345434803,"The Vampire Armand (The Vampire Chronicles, #6)",Anne Rice,3.75,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1993,,"Forever Too Far (Rosemary Beach, #3; Too Far, #3)",Abbi Glines,4.24,https://images.gr-assets.com/books/1368151288m/17337562.jpg
1994,6479901,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",George R.R. Martin,4.49,https://images.gr-assets.com/books/1353235205m/768889.jpg
1995,140382623,Pinocchio,"Carlo Collodi, John Boyne, Monteiro Lobato, Unknown",3.86,https://images.gr-assets.com/books/1327938097m/180617.jpg
1996,054762834X,"Grave Mercy (His Fair Assassin, #1)",Robin LaFevers,3.92,https://images.gr-assets.com/books/1320269319m/9565548.jpg
1997,1565075722,The Power of a Praying Wife,Stormie Omartian,4.31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1998,802131786,Tropic of Cancer,Henry Miller,3.71,https://images.gr-assets.com/books/1408753140m/249.jpg
1999,60393491,The Hour I First Believed,Wally Lamb,3.8,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2000,61997811,Harry Potter: Film Wizardry,Brian Sibley,4.48,https://images.gr-assets.com/books/1464452934m/7952502.jpg
2001,1600964338,The Death of Ivan Ilych,"Leo Tolstoy, Aylmer Maude",4.04,https://images.gr-assets.com/books/1336967150m/18386.jpg
2002,345534182,Circling the Sun,Paula McLain,3.93,https://images.gr-assets.com/books/1426531608m/23995231.jpg
2003,142000701,Travels with Charley: In Search of America,John Steinbeck,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2004,145161747X,The Dovekeepers,Alice Hoffman,4.02,https://images.gr-assets.com/books/1306253903m/10950924.jpg
2005,553804693,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,4.23,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2006,1903434777,The Thief Lord,Cornelia Funke,3.95,https://images.gr-assets.com/books/1327960342m/113304.jpg
2007,1444778536,"World After (Penryn & the End of Days, #2)",Susan Ee,4.22,https://images.gr-assets.com/books/1494247697m/12983100.jpg
2008,553804804,"Brother Odd (Odd Thomas, #3)",Dean Koontz,3.98,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2009,451208641,Black Like Me,John Howard Griffin,4.12,https://images.gr-assets.com/books/1311696842m/42603.jpg
2010,385517882,Snuff,Chuck Palahniuk,3.18,https://images.gr-assets.com/books/1446089918m/1840511.jpg
2011,446692654,"Jack & Jill (Alex Cross, #3)",James Patterson,3.95,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2012,1400076196,Saturday,Ian McEwan,3.61,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2013,345466608,"When the Bough Breaks (Alex Delaware, #1)",Jonathan Kellerman,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2014,446364495,The Bridges of Madison County,Robert James Waller,3.51,https://images.gr-assets.com/books/1344267141m/83674.jpg
2015,593057058,"Gone Tomorrow (Jack Reacher, #13)",Lee Child,4.17,https://images.gr-assets.com/books/1328395497m/4494917.jpg
2016,385735294,"The Sorceress (The Secrets of the Immortal Nicholas Flamel, #3)",Michael Scott,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2017,805090037,"Bring Up the Bodies (Thomas Cromwell, #2)",Hilary Mantel,4.26,https://images.gr-assets.com/books/1330649655m/13507212.jpg
2018,545060397,"The Maze of Bones  (The 39 Clues, #1)",Rick Riordan,3.83,https://images.gr-assets.com/books/1385117877m/2921082.jpg
2019,28610105,How to Cook Everything: Simple Recipes for Great Food,Mark Bittman,4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2020,316003727,"The Twilight Collection (Twilight, #1-3)",Stephenie Meyer,3.78,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2021,486234118,Concerning the Spiritual in Art,Wassily Kandinsky,3.81,https://images.gr-assets.com/books/1405982387m/857502.jpg
2022,743453255,"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.06,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2023,679720227,The Fall,"Albert Camus, Justin O'Brien",4.05,https://images.gr-assets.com/books/1467904855m/11991.jpg
2024,1842430246,Even Cowgirls Get the Blues,Tom Robbins,3.74,https://images.gr-assets.com/books/1336172455m/7572.jpg
2025,375757856,The Moonstone,"Wilkie Collins, Carolyn G. Heilbrun",3.9,https://images.gr-assets.com/books/1403192382m/6138.jpg
2026,,If on a Winter's Night a Traveler,"Italo Calvino, William Weaver",4.08,https://images.gr-assets.com/books/1355316130m/374233.jpg
2027,60747226,"Son of a Witch (The Wicked Years, #2)","Gregory Maguire, Douglas Smith",3.45,https://images.gr-assets.com/books/1370992595m/13521.jpg
2028,224081187,On Chesil Beach,Ian McEwan,3.54,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2029,449223604,"M is for Malice (Kinsey Millhone, #13)",Sue Grafton,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2030,751530484,"Point of Origin (Kay Scarpetta, #9)",Patricia Cornwell,4.02,https://images.gr-assets.com/books/1399629118m/6531.jpg
2031,618062416,"Sarah, Plain and Tall (Sarah, Plain and Tall, #1)",Patricia MacLachlan,3.72,https://images.gr-assets.com/books/1327254558m/106264.jpg
2032,,عزازيل,يوسف زيدان,4.07,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2033,60735414,"Bloodsucking Fiends (A Love Story, #1)",Christopher Moore,3.93,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2034,316038393,Squirrel Seeks Chipmunk: A Modest Bestiary,"David Sedaris, Ian Falconer",3.34,https://images.gr-assets.com/books/1279831428m/7857195.jpg
2035,159285849X,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.17,https://images.gr-assets.com/books/1369092544m/7015403.jpg
2036,62491792,Commonwealth,Ann Patchett,3.84,https://images.gr-assets.com/books/1483278132m/28214365.jpg
2037,1423102266,"The Van Alen Legacy (Blue Bloods, #4)",Melissa de la Cruz,3.95,https://images.gr-assets.com/books/1343251719m/6267237.jpg
2038,670175919,Blueberries for Sal,Robert McCloskey,4.18,https://images.gr-assets.com/books/1363586056m/133526.jpg
2039,,"Losing Hope (Hopeless, #2)",Colleen Hoover,4.39,https://images.gr-assets.com/books/1368348507m/17340050.jpg
2040,743289412,Lisey's Story,Stephen King,3.65,https://images.gr-assets.com/books/1316346037m/10566.jpg
2041,1451695195,Proof of Heaven: A Neurosurgeon's Journey into the Afterlife,Eben Alexander,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2042,61092193,"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett,4.36,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2043,743291476,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,A.J. Jacobs,3.76,https://images.gr-assets.com/books/1327977486m/495395.jpg
2044,575075066,God Emperor of Dune (Dune Chronicles #4),Frank Herbert,3.81,https://images.gr-assets.com/books/1327131560m/42432.jpg
2045,034554689X,The One & Only,Emily Giffin,3.11,https://images.gr-assets.com/books/1387399626m/18465657.jpg
2046,553381660,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,3.98,https://images.gr-assets.com/books/1324059760m/40493.jpg
2047,525953485,Six Years,Harlan Coben,3.8,https://images.gr-assets.com/books/1348406182m/15811568.jpg
2048,192750976,"Ramona the Pest (Ramona, #2)",Beverly Cleary,4.04,https://images.gr-assets.com/books/1408926719m/78039.jpg
2049,1416974512,"Night World, No. 2 (Night World, #4-6)",L.J. Smith,4.2,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2050,375713344,Geek Love,Katherine Dunn,3.98,https://images.gr-assets.com/books/1366699063m/13872.jpg
2051,015602764X,"The Oedipus Cycle: Oedipus Rex/Oedipus at Colonus/Antigone (The Theban Plays, #1–3)","Sophocles, Dudley Fitts, Elena Bono, Robert Fitzgerald",3.96,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2052,156004801,All the King's Men,Robert Penn Warren,4.08,https://images.gr-assets.com/books/1342193852m/5527.jpg
2053,553375938,"Girls in Pants: The Third Summer of the Sisterhood (Sisterhood, #3)",Ann Brashares,3.82,https://images.gr-assets.com/books/1320473346m/5452.jpg
2054,525950125,The Woods,Harlan Coben,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2055,1841492612,"New Spring (Wheel of Time, #0)",Robert Jordan,4.01,https://images.gr-assets.com/books/1328959234m/187065.jpg
2056,1444729705,The Litigators,John Grisham,3.77,https://images.gr-assets.com/books/1320434601m/11600163.jpg
2057,1501115065,My Grandmother Asked Me to Tell You She's Sorry,"Fredrik Backman, Henning Koch",4.02,https://images.gr-assets.com/books/1461904020m/23604559.jpg
2058,141659518X,"American Assassin (Mitch Rapp, #1)",Vince Flynn,4.24,https://images.gr-assets.com/books/1425389574m/7959473.jpg
2059,1592407331,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Brené Brown,4.24,https://images.gr-assets.com/books/1337110319m/13588356.jpg
2060,316243914,Burial Rites,Hannah Kent,4.01,https://images.gr-assets.com/books/1384207446m/17333319.jpg
2061,1573229725,Fingersmith,Sarah Waters,4.02,https://images.gr-assets.com/books/1327879025m/45162.jpg
2062,679731148,A Year in Provence,Peter Mayle,3.94,https://images.gr-assets.com/books/1494896848m/40189.jpg
2063,763625892,The Miraculous Journey of Edward Tulane,"Kate DiCamillo, Bagram Ibatoulline",4.34,https://images.gr-assets.com/books/1361121815m/37186.jpg
2064,670022802,The Last Letter from Your Lover,Jojo Moyes,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2065,345298349,"Gorky Park (Arkady Renko, #1)",Martin Cruz Smith,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2066,62207393,The House Girl,Tara Conklin,3.75,https://images.gr-assets.com/books/1348172541m/15781725.jpg
2067,439771277,Out of the Dust,Karen Hesse,3.73,https://images.gr-assets.com/books/1328867076m/25346.jpg
2068,60851988,"Queen of Babble (Queen of Babble, #1)",Meg Cabot,3.71,https://images.gr-assets.com/books/1371049249m/23219.jpg
2069,1419705849,"The Third Wheel (Diary of a Wimpy Kid, #7)",Jeff Kinney,4.21,https://images.gr-assets.com/books/1366229038m/13563669.jpg
2070,1405258217,"Code Name Verity (Code Name Verity, #1)",Elizabeth Wein,4.08,https://images.gr-assets.com/books/1388161911m/11925514.jpg
2071,1416903542,"Burned (Burned, #1)",Ellen Hopkins,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2072,6472613,Master of the Game,Sidney Sheldon,4.09,https://images.gr-assets.com/books/1170095440m/43330.jpg
2073,425201449,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,4.04,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2074,60845546,"The Boy Next Door (Boy, #1)",Meg Cabot,3.83,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2075,141026286,The Epic of Gilgamesh,"Anonymous, N.K. Sandars",3.63,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2076,61345660,"The Luxe (Luxe, #1)",Anna Godbersen,3.63,https://images.gr-assets.com/books/1323438343m/1254951.jpg
2077,072325804X,The Complete Tales,Beatrix Potter,4.36,https://images.gr-assets.com/books/1355114621m/19330.jpg
2078,99771810,"American Pastoral (The American Trilogy, #1)",Philip Roth,3.91,https://images.gr-assets.com/books/1203002984m/11650.jpg
2079,1594634718,Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert,3.9,https://images.gr-assets.com/books/1451446242m/24453082.jpg
2080,451464397,"Skin Game (The Dresden Files, #15)",Jim Butcher,4.55,https://images.gr-assets.com/books/1387236318m/19486421.jpg
2081,,The Qur'an / القرآن الكريم,Anonymous,4.34,https://images.gr-assets.com/books/1275263838m/646462.jpg
2082,373772467,The Darkest Night (Lords of the Underworld #1),Gena Showalter,4.09,https://images.gr-assets.com/books/1322237965m/476543.jpg
2083,61474096,Anathem,Neal Stephenson,4.18,https://images.gr-assets.com/books/1488349209m/2845024.jpg
2084,60852577,The Lacuna,Barbara Kingsolver,3.76,https://images.gr-assets.com/books/1480104396m/6433752.jpg
2085,552154288,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,4.22,https://images.gr-assets.com/books/1416342611m/34532.jpg
2086,345435168,Open House,Elizabeth Berg,3.68,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2087,1451661509,The Silver Star,Jeannette Walls,3.68,https://images.gr-assets.com/books/1379313690m/16130291.jpg
2088,552992097,The Hotel New Hampshire,John Irving,3.89,https://images.gr-assets.com/books/1318013543m/11768.jpg
2089,425204669,"The Laughing Corpse (Anita Blake, Vampire Hunter, #2)",Laurell K. Hamilton,4.11,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2090,051513628X,"Key of Light (Key Trilogy, #1)",Nora Roberts,4.16,https://images.gr-assets.com/books/1178133365m/762053.jpg
2091,1416950052,Identical,Ellen Hopkins,4.34,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2092,785136223,The Stand: Soul Survivors,"Roberto Aguirre-Sacasa, Mike Perkins, Laura       Martin, Stephen King",4.52,https://images.gr-assets.com/books/1313267746m/7746259.jpg
2093,307932230,"Smokin' Seventeen (Stephanie Plum, #17)","Janet Evanovich, Lorelei King",3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2094,7158505,The Sneetches and Other Stories,Dr. Seuss,4.31,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2095,805053883,"Polar Bear, Polar Bear, What Do You Hear?","Bill Martin Jr., Eric Carle",4.16,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2096,3518367064,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.1,https://images.gr-assets.com/books/1421510580m/24861.jpg
2097,385333471,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2098,1421505851,"Skip Beat!, Vol. 01","Yoshiki Nakamura, Tomo Kimura",4.26,https://images.gr-assets.com/books/1173395297m/282282.jpg
2099,,Batman: The Dark Knight Returns #1,Frank Miller,4.21,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2100,439249546,"The Harry Potter Collection 1-4 (Harry Potter, #1-4)","J.K. Rowling, Mary GrandPré",4.66,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2101,1597801577,The Windup Girl,Paolo Bacigalupi,3.74,https://images.gr-assets.com/books/1278940608m/6597651.jpg
2102,140436065,The Importance of Being Earnest and Other Plays,"Oscar Wilde, Richard Allen Cave",4.26,https://images.gr-assets.com/books/1260426623m/92308.jpg
2103,525425632,"Isla and the Happily Ever After (Anna and the French Kiss, #3)",Stephanie Perkins,4.1,https://images.gr-assets.com/books/1362064564m/9627755.jpg
2104,441014895,"Magic Bites (Kate Daniels, #1)",Ilona Andrews,4.07,https://images.gr-assets.com/books/1331612872m/38619.jpg
2105,,"This Man Confessed (This Man, #3)",Jodi Ellen Malpas,4.43,https://images.gr-assets.com/books/1368274129m/17255265.jpg
2106,1400096278,Suite Française,"Irène Némirovsky, Sandra Smith",3.82,https://images.gr-assets.com/books/1320445773m/43944.jpg
2107,140446745,The Letters of Vincent van Gogh,"Vincent van Gogh, Ronald de Leeuw, Mark Roskill, Arnold J. Pomerans",3.99,https://images.gr-assets.com/books/1328110665m/395233.jpg
2108,61020672,"Sourcery (Discworld, #5; Rincewind #3)",Terry Pratchett,3.87,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2109,1932664122,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Bryan Lee O'Malley,4.24,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2110,1401204252,Batman: Arkham Asylum - A Serious House on Serious Earth,"Grant Morrison, Dave McKean",4.09,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2111,144242673X,"P.S. I Still Love You (To All the Boys I've Loved Before, #2)",Jenny Han,4.17,https://images.gr-assets.com/books/1422881430m/20698530.jpg
2112,1455559822,"Memory Man (Amos Decker, #1)",David Baldacci,4.05,https://images.gr-assets.com/books/1421788503m/23153154.jpg
2113,156512569X,Mudbound,Hillary Jordan,3.99,https://images.gr-assets.com/books/1296591096m/2138727.jpg
2114,871137380,Black Hawk Down,Mark Bowden,4.28,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2115,765376458,"A Darker Shade of Magic (Shades of Magic, #1)","V.E. Schwab, Victoria Schwab",4.07,https://images.gr-assets.com/books/1400322851m/22055262.jpg
2116,385513534,The Lost City of Z: A Tale of Deadly Obsession in the Amazon,David Grann,3.86,https://images.gr-assets.com/books/1320487318m/3398625.jpg
2117,385743580,"Firefight (The Reckoners, #2)",Brandon Sanderson,4.29,https://images.gr-assets.com/books/1413220816m/15704459.jpg
2118,1841493139,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,3.96,https://images.gr-assets.com/books/1327356788m/28249.jpg
2119,385905165,"The Necromancer  (The Secrets of the Immortal Nicholas Flamel, #4)",Michael Scott,4.12,https://images.gr-assets.com/books/1320460606m/6693332.jpg
2120,385340583,"61 Hours (Jack Reacher, #14)",Lee Child,4.08,https://images.gr-assets.com/books/1320512665m/6977769.jpg
2121,439324599,Cut,Patricia McCormick,3.76,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2122,224064908,George's Marvellous Medicine,"Roald Dahl, Quentin Blake",4.02,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2123,1400033837,A Thousand Acres,Jane Smiley,3.79,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2124,805080481,"The Book of Three (The Chronicles of Prydain, #1)",Lloyd Alexander,4.0,https://images.gr-assets.com/books/1405184012m/24780.jpg
2125,441016154,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs,4.11,https://images.gr-assets.com/books/1310494063m/2355575.jpg
2126,689829531,Olivia,Ian Falconer,4.13,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2127,375705856,"Plainsong (Plainsong, #1)",Kent Haruf,4.0,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2128,1560974273,Ghost World,Daniel Clowes,3.87,https://images.gr-assets.com/books/1327894702m/62953.jpg
2129,1250006325,"Torn (Trylle, #2)",Amanda Hocking,4.04,https://images.gr-assets.com/books/1397954544m/11966216.jpg
2130,451529693,Fathers and Sons,"Ivan Turgenev, George Reavy, Jane Costlow",3.94,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2131,884271781,The Goal: A Process of Ongoing Improvement,"Eliyahu M. Goldratt, Jeff Cox",4.0,https://images.gr-assets.com/books/1475538019m/113934.jpg
2132,670021040,Caleb's Crossing,Geraldine Brooks,3.81,https://images.gr-assets.com/books/1303284000m/9684523.jpg
2133,61284394,"Evernight (Evernight, #1)",Claudia Gray,3.64,https://images.gr-assets.com/books/1306376600m/2722413.jpg
2134,385340559,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,4.17,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2135,452286530,The Jane Austen Book Club,Karen Joy Fowler,3.07,https://images.gr-assets.com/books/1309282966m/2152.jpg
2136,385539703,The Children Act,Ian McEwan,3.68,https://images.gr-assets.com/books/1405290619m/21965107.jpg
