book_id,isbn,authors,year,title,average_rating,ratings_count,image_url
2048,525953485,harlan coben,2013,six years,3.8,36523,https://images.gr-assets.com/books/1348406182m/15811568.jpg
2049,192750976,beverly cleary,1968,ramona the pest ramona 2,4.04,52242,https://images.gr-assets.com/books/1408926719m/78039.jpg
2050,1416974512,lj smith,2008,night world no 2 night world 46,4.2,53023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2051,375713344,katherine dunn,1989,geek love,3.98,41176,https://images.gr-assets.com/books/1366699063m/13872.jpg
2052,015602764X,sophocles dudley fitts elena bono robert fitzgerald,0,the oedipus cycle oedipus rexoedipus at colonusantigone the theban plays 13,3.96,42175,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2053,156004801,robert penn warren,1946,all the kings men,4.08,42821,https://images.gr-assets.com/books/1342193852m/5527.jpg
2054,553375938,ann brashares,2005,girls in pants the third summer of the sisterhood sisterhood 3,3.82,56485,https://images.gr-assets.com/books/1320473346m/5452.jpg
2055,525950125,harlan coben,2007,the woods,4.04,46234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2056,1841492612,robert jordan,2004,new spring wheel of time 0,4.01,52823,https://images.gr-assets.com/books/1328959234m/187065.jpg
2057,1444729705,john grisham,2011,the litigators,3.77,38391,https://images.gr-assets.com/books/1320434601m/11600163.jpg
2058,1501115065,fredrik backman henning koch,2013,my grandmother asked me to tell you shes sorry,4.02,49291,https://images.gr-assets.com/books/1461904020m/23604559.jpg
2059,141659518X,vince flynn,2010,american assassin mitch rapp 1,4.24,44196,https://images.gr-assets.com/books/1425389574m/7959473.jpg
2060,1592407331,brene brown,2012,daring greatly how the courage to be vulnerable transforms the way we live love parent and lead,4.24,49636,https://images.gr-assets.com/books/1337110319m/13588356.jpg
2061,316243914,hannah kent,2013,burial rites,4.01,41209,https://images.gr-assets.com/books/1384207446m/17333319.jpg
2062,1573229725,sarah waters,2002,fingersmith,4.02,41761,https://images.gr-assets.com/books/1327879025m/45162.jpg
2063,679731148,peter mayle,1989,a year in provence,3.94,47139,https://images.gr-assets.com/books/1494896848m/40189.jpg
2064,763625892,kate dicamillo bagram ibatoulline,2000,the miraculous journey of edward tulane,4.34,53245,https://images.gr-assets.com/books/1361121815m/37186.jpg
2065,670022802,jojo moyes,2008,the last letter from your lover,3.94,41138,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2066,345298349,martin cruz smith,1981,gorky park arkady renko 1,4.04,46847,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2067,62207393,tara conklin,2013,the house girl,3.75,41671,https://images.gr-assets.com/books/1348172541m/15781725.jpg
2068,439771277,karen hesse,1997,out of the dust,3.73,53706,https://images.gr-assets.com/books/1328867076m/25346.jpg
2069,60851988,meg cabot,2006,queen of babble queen of babble 1,3.71,54248,https://images.gr-assets.com/books/1371049249m/23219.jpg
2070,1419705849,jeff kinney,2012,the third wheel diary of a wimpy kid 7,4.21,44607,https://images.gr-assets.com/books/1366229038m/13563669.jpg
2071,1405258217,elizabeth wein,2012,code name verity code name verity 1,4.08,55139,https://images.gr-assets.com/books/1388161911m/11925514.jpg
2072,1416903542,ellen hopkins,2006,burned burned 1,4.24,48333,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2073,6472613,sidney sheldon,1982,master of the game,4.09,40111,https://images.gr-assets.com/books/1170095440m/43330.jpg
2074,425201449,patricia cornwell,1994,the body farm kay scarpetta 5,4.04,51115,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2075,60845546,meg cabot,2002,the boy next door boy 1,3.83,50953,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2076,141026286,anonymous nk sandars,0,the epic of gilgamesh,3.63,44345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2077,61345660,anna godbersen,2007,the luxe luxe 1,3.63,58717,https://images.gr-assets.com/books/1323438343m/1254951.jpg
2078,072325804X,beatrix potter,1986,the complete tales,4.36,56807,https://images.gr-assets.com/books/1355114621m/19330.jpg
2079,99771810,philip roth,1997,american pastoral the american trilogy 1,3.91,38017,https://images.gr-assets.com/books/1203002984m/11650.jpg
2080,1594634718,elizabeth gilbert,2015,big magic creative living beyond fear,3.9,67046,https://images.gr-assets.com/books/1451446242m/24453082.jpg
2081,451464397,jim butcher,2014,skin game the dresden files 15,4.55,41512,https://images.gr-assets.com/books/1387236318m/19486421.jpg
2083,373772467,gena showalter,2008,the darkest night lords of the underworld 1,4.09,63240,https://images.gr-assets.com/books/1322237965m/476543.jpg
2084,61474096,neal stephenson,2008,anathem,4.18,44848,https://images.gr-assets.com/books/1488349209m/2845024.jpg
2085,60852577,barbara kingsolver,2009,the lacuna,3.76,45671,https://images.gr-assets.com/books/1480104396m/6433752.jpg
2086,552154288,terry pratchett,1996,hogfather discworld 20 death 4,4.22,50364,https://images.gr-assets.com/books/1416342611m/34532.jpg
2087,345435168,elizabeth berg,2000,open house,3.68,48639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2088,1451661509,jeannette walls,2013,the silver star,3.68,43487,https://images.gr-assets.com/books/1379313690m/16130291.jpg
2089,552992097,john irving,1981,the hotel new hampshire,3.89,46220,https://images.gr-assets.com/books/1318013543m/11768.jpg
2090,425204669,laurell k hamilton,1994,the laughing corpse anita blake vampire hunter 2,4.11,62189,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2091,051513628X,nora roberts,2003,key of light key trilogy 1,4.16,48805,https://images.gr-assets.com/books/1178133365m/762053.jpg
2092,1416950052,ellen hopkins,2008,identical,4.34,47804,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2093,785136223,roberto aguirresacasa mike perkins laura       martin stephen king,2010,the stand soul survivors,4.52,40626,https://images.gr-assets.com/books/1313267746m/7746259.jpg
2094,307932230,janet evanovich lorelei king,2011,smokin seventeen stephanie plum 17,3.94,41932,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2095,7158505,dr seuss,1961,the sneetches and other stories,4.31,52954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2096,805053883,bill martin jr eric carle,1982,polar bear polar bear what do you hear,4.16,44414,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2098,385333471,kurt vonnegut jr,1965,god bless you mr rosewater,3.94,40353,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2099,1421505851,yoshiki nakamura tomo kimura,2002,skip beat vol 01,4.26,46708,https://images.gr-assets.com/books/1173395297m/282282.jpg
2101,439249546,jk rowling mary grandpre,1999,the harry potter collection 14 harry potter 14,4.66,43929,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2102,1597801577,paolo bacigalupi,2009,the windup girl,3.74,41728,https://images.gr-assets.com/books/1278940608m/6597651.jpg
2103,140436065,oscar wilde richard allen cave,1954,the importance of being earnest and other plays,4.26,41002,https://images.gr-assets.com/books/1260426623m/92308.jpg
2104,525425632,stephanie perkins,2014,isla and the happily ever after anna and the french kiss 3,4.1,70995,https://images.gr-assets.com/books/1362064564m/9627755.jpg
2105,441014895,ilona andrews,2007,magic bites kate daniels 1,4.07,69410,https://images.gr-assets.com/books/1331612872m/38619.jpg
2108,140446745,vincent van gogh ronald de leeuw mark roskill arnold j pomerans,1914,the letters of vincent van gogh,3.99,48040,https://images.gr-assets.com/books/1328110665m/395233.jpg
2109,61020672,terry pratchett,1988,sourcery discworld 5 rincewind 3,3.87,50746,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2110,1932664122,bryan lee omalley,2005,scott pilgrim volume 2 scott pilgrim vs the world,4.24,47154,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2111,1401204252,grant morrison dave mckean,1989,batman arkham asylum  a serious house on serious earth,4.09,45345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2112,144242673X,jenny han,2015,ps i still love you to all the boys ive loved before 2,4.17,62907,https://images.gr-assets.com/books/1422881430m/20698530.jpg
2113,1455559822,david baldacci,2015,memory man amos decker 1,4.05,36871,https://images.gr-assets.com/books/1421788503m/23153154.jpg
2114,156512569X,hillary jordan,2008,mudbound,3.99,43455,https://images.gr-assets.com/books/1296591096m/2138727.jpg
2115,871137380,mark bowden,1999,black hawk down,4.28,40442,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2116,765376458,ve schwab victoria schwab,2015,a darker shade of magic shades of magic 1,4.07,61419,https://images.gr-assets.com/books/1400322851m/22055262.jpg
2117,385513534,david grann,2009,the lost city of z a tale of deadly obsession in the amazon,3.86,45937,https://images.gr-assets.com/books/1320487318m/3398625.jpg
2118,385743580,brandon sanderson,2015,firefight the reckoners 2,4.29,41924,https://images.gr-assets.com/books/1413220816m/15704459.jpg
2119,1841493139,trudi canavan,2001,the magicians guild black magician trilogy 1,3.96,48537,https://images.gr-assets.com/books/1327356788m/28249.jpg
2120,385905165,michael scott,2010,the necromancer  the secrets of the immortal nicholas flamel 4,4.12,46878,https://images.gr-assets.com/books/1320460606m/6693332.jpg
2121,385340583,lee child,2010,61 hours jack reacher 14,4.08,43605,https://images.gr-assets.com/books/1320512665m/6977769.jpg
2122,439324599,patricia mccormick,2000,cut,3.76,48239,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2123,224064908,roald dahl quentin blake,1981,georges marvellous medicine,4.02,49863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2124,1400033837,jane smiley,1991,a thousand acres,3.79,47389,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2125,805080481,lloyd alexander,1964,the book of three the chronicles of prydain 1,4.0,56593,https://images.gr-assets.com/books/1405184012m/24780.jpg
2126,441016154,patricia briggs,2008,cry wolf alpha  omega 1,4.11,66901,https://images.gr-assets.com/books/1310494063m/2355575.jpg
2127,689829531,ian falconer,2000,olivia,4.13,51185,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2128,375705856,kent haruf,1999,plainsong plainsong 1,4.0,45331,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2129,1560974273,daniel clowes,1998,ghost world,3.87,49105,https://images.gr-assets.com/books/1327894702m/62953.jpg
2130,1250006325,amanda hocking,2010,torn trylle 2,4.04,29554,https://images.gr-assets.com/books/1397954544m/11966216.jpg
2131,451529693,ivan turgenev george reavy jane costlow,1862,fathers and sons,3.94,41870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2132,884271781,eliyahu m goldratt jeff cox,1984,the goal a process of ongoing improvement,4.0,34837,https://images.gr-assets.com/books/1475538019m/113934.jpg
2133,670021040,geraldine brooks,2011,calebs crossing,3.81,47525,https://images.gr-assets.com/books/1303284000m/9684523.jpg
2134,61284394,claudia gray,2008,evernight evernight 1,3.64,63486,https://images.gr-assets.com/books/1306376600m/2722413.jpg
2135,385340559,lee child,2007,bad luck and trouble jack reacher 11,4.17,42539,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2136,452286530,karen joy fowler,2004,the jane austen book club,3.07,53128,https://images.gr-assets.com/books/1309282966m/2152.jpg
2137,385539703,ian mcewan,2014,the children act,3.68,33100,https://images.gr-assets.com/books/1405290619m/21965107.jpg
2138,739377728,janet evanovich,2009,sizzling sixteen stephanie plum 16,3.93,55685,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2139,62301233,ashlee vance,2015,elon musk inventing the future,4.25,55606,https://images.gr-assets.com/books/1404411386m/22543496.jpg
2140,1841499900,james sa corey,2012,calibans war the expanse 2,4.28,39138,https://images.gr-assets.com/books/1407572377m/12591698.jpg
2141,1452440026,rebecca donovan,2012,barely breathing breathing 2,4.33,53483,https://images.gr-assets.com/books/1347885288m/13454149.jpg
2142,147712556,homer robert fagles bernard knox,0,the iliadthe odyssey,4.03,47825,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2143,1563893304,mark waid alex ross elliot s maggin,1996,kingdom come,4.24,43036,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2145,1573227889,sarah waters,1998,tipping the velvet,4.0,36560,https://images.gr-assets.com/books/1388633460m/56373.jpg
2146,031620157X,chris colfer brandon dorman,2012,the wishing spell the land of stories 1,4.21,51752,https://images.gr-assets.com/books/1326920505m/11607446.jpg
2147,1400063973,david ebershoff,2008,the 19th wife,3.63,44921,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2148,64407314,walter dean myers,1999,monster,3.7,47533,https://images.gr-assets.com/books/1404962824m/44184.jpg
2149,345529057,george rr martin,2011,a song of ice and fire a song of ice and fire 14,4.63,28654,https://images.gr-assets.com/books/1328046798m/9814682.jpg
2150,743493915,patricia cornwell,1991,body of evidence kay scarpetta 2,4.0,50113,https://images.gr-assets.com/books/1341835877m/132336.jpg
2152,60887370,sara shepard,2007,perfect pretty little liars 3,4.02,50922,https://images.gr-assets.com/books/1363681820m/1651302.jpg
2153,1939045010,jessica sorensen,2012,the secret of ella and micha the secret 1,4.01,59890,https://images.gr-assets.com/books/1365638597m/15717876.jpg
2154,345522478,kevin hearne,2011,hounded the iron druid chronicles 1,4.12,51086,https://images.gr-assets.com/books/1327883998m/9533378.jpg
2155,743211375,stephen king,2002,from a buick 8,3.42,47320,https://images.gr-assets.com/books/1304686732m/22076.jpg
2156,553560735,kim stanley robinson,1993,red mars mars trilogy 1,3.84,46121,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2157,1558611584,charlotte perkins gilman elaine hedges,1892,the yellow wallpaper,4.11,44677,https://images.gr-assets.com/books/1351778524m/286957.jpg
2158,1593083254,hg wells alfred macadam,1968,the time machinethe invisible man,4.08,47600,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2159,515121843,nora roberts,1998,sea swept chesapeake bay saga 1,4.24,48078,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2160,031607991X,brent weeks,2012,the blinding knife lightbringer 2,4.45,42445,https://images.gr-assets.com/books/1338432693m/12499290.jpg
2161,1442435003,morgan matson,2014,since youve been gone,4.19,59705,https://images.gr-assets.com/books/1377702326m/18189606.jpg
2162,446573647,steve martin,2010,an object of beauty,3.58,42488,https://images.gr-assets.com/books/1289520035m/7907803.jpg
2163,761121323,heidi murkoff arlene eisenberg sandee hathaway,1969,what to expect when youre expecting,3.75,34120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2164,399244565,john flanagan,2005,the icebound land rangers apprentice 3,4.22,48446,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2165,61240850,marian keyes,2006,anybody out there walsh family 4,3.91,45243,https://images.gr-assets.com/books/1358594290m/165030.jpg
2166,804139296,peter thiel blake  masters,2014,zero to one notes on startups or how to build the future,4.17,47807,https://images.gr-assets.com/books/1414347376m/18050143.jpg
2167,1619636077,sarah j maas,2016,empire of storms throne of glass 5,4.58,63322,https://images.gr-assets.com/books/1463107108m/28260587.jpg
2168,1593080336,charles dickens katharine kroeber wiley,1843,a christmas carol the chimes and the cricket on the hearth,4.11,48557,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2169,804188971,gillian flynn,2014,the grownup,3.54,42536,https://images.gr-assets.com/books/1441679582m/26025580.jpg
2170,380789027,neil gaiman,1998,smoke and mirrors short fiction and illusions,4.05,46486,https://images.gr-assets.com/books/1409595076m/16790.jpg
2171,9382618341,amish tripathi,2013,the oath of the vayuputras shiva trilogy 3,3.66,35936,https://images.gr-assets.com/books/1357242702m/12820793.jpg
2172,385333501,kurt vonnegut jr,1968,welcome to the monkey house,4.13,40071,https://images.gr-assets.com/books/1381107552m/4985.jpg
2174,671869205,david mccullough,1992,truman,4.15,53088,https://images.gr-assets.com/books/1364681969m/2279.jpg
2175,143034758,ron chernow,2004,alexander hamilton,4.26,46198,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2176,807218731,dr seuss various,2003,the cat in the hat and other dr seuss favorites,4.41,46279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2177,140448071,nikolai gogol robert a maguire,1842,dead souls,3.98,40699,https://images.gr-assets.com/books/1387201057m/28381.jpg
2179,62392174,kiera cass,2016,the crown the selection 5,3.8,64158,https://images.gr-assets.com/books/1446759650m/26074181.jpg
2180,446573019,david baldacci,2011,zero day john puller 1,3.99,38649,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2181,312367481,arlene mosel blair lent,1968,tikki tikki tembo,4.21,52536,https://images.gr-assets.com/books/1317064300m/551876.jpg
2182,1416974504,lj smith,2008,night world no 1 night world 13,4.04,54940,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2183,1451533969,tina reber,2010,love unscripted love 1,4.04,59261,https://images.gr-assets.com/books/1327889844m/8204005.jpg
2184,446608815,james patterson,1999,pop goes the weasel alex cross 5,3.98,46820,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2186,802136834,alison weir,1980,the six wives of henry viii,4.1,47913,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2187,140185852,yevgeny zamyatin clarence brown,1924,we,3.95,40020,https://images.gr-assets.com/books/1421883730m/76171.jpg
2188,571171788,barbara kingsolver,1993,pigs in heaven,3.97,43374,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2189,765354063,john scalzi,2006,the ghost brigades old mans war 2,4.09,40107,https://images.gr-assets.com/books/1403295928m/239399.jpg
2190,074326195X,alan paton,1948,cry the beloved country,3.87,47389,https://images.gr-assets.com/books/1344182368m/6150.jpg
2192,60987529,gregory maguire,1999,confessions of an ugly stepsister,3.51,50526,https://images.gr-assets.com/books/1338457460m/18943.jpg
2193,3426615355,nick hornby,2001,how to be good,3.18,37497,https://images.gr-assets.com/books/1327935893m/4268.jpg
2194,1442468351,cassandra clare,2016,lady midnight the dark artifices 1,4.47,84711,https://images.gr-assets.com/books/1460477682m/25494343.jpg
2195,1905294719,cornelia funke,2007,inkdeath inkworld 3,3.93,53591,https://images.gr-assets.com/books/1327341991m/2325825.jpg
2196,553293389,isaac asimov,1982,foundations edge foundation 4,4.08,47641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2197,486452433,thomas hardy,1895,jude the obscure,3.8,44873,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2198,345335651,david eddings,1982,queen of sorcery the belgariad 2,4.13,49355,https://images.gr-assets.com/books/1428943169m/587582.jpg
2199,374529531,shirley jackson,1949,the lottery and other stories,4.06,48608,https://images.gr-assets.com/books/1416448200m/89723.jpg
2200,545060508,margaret peterson haddix,2010,into the gauntlet the 39 clues 10,3.99,48461,https://images.gr-assets.com/books/1357211070m/7182899.jpg
2201,61668036,aprilynne pike,2009,wings wings 1,3.75,62566,https://images.gr-assets.com/books/1327983077m/5056084.jpg
2202,316910333,cecily von ziegesar,2002,gossip girl gossip girl 1,3.51,49670,https://images.gr-assets.com/books/1398814332m/22188.jpg
2203,553271989,frederick forsyth,1972,the odessa file,4.1,42529,https://images.gr-assets.com/books/1348786945m/149572.jpg
2204,1400067685,elizabeth strout,2013,the burgess boys,3.54,39445,https://images.gr-assets.com/books/1351213545m/15823461.jpg
2206,1609411153,chelsea handler johnny kansas stephanie stehling heather mcdonald roy handler brad wollack amber mazzola josh wolf shoshanna handler eva magdalenski amy meyer glen handler dave mallow sarah colonna,2011,lies that chelsea handler told me,3.74,37936,https://images.gr-assets.com/books/1344264536m/9902804.jpg
2207,1444705105,tana french,2012,broken harbour dublin murder squad 4,3.92,36704,https://images.gr-assets.com/books/1336120776m/10805160.jpg
2209,517053616,william shakespeare,1623,the complete works,4.49,39503,https://images.gr-assets.com/books/1327884293m/569564.jpg
2210,61054887,ursula k le guin,1974,the dispossessed,4.18,46660,https://images.gr-assets.com/books/1353467455m/13651.jpg
2211,1400031575,henning mankell steven t murray,1991,faceless killers kurt wallander 1,3.78,43861,https://images.gr-assets.com/books/1487941867m/935308.jpg
2212,385528043,john grisham,2010,the confession,3.81,41389,https://images.gr-assets.com/books/1320541779m/7933437.jpg
2213,425192032,dean koontz,1988,lightning,4.06,44424,https://images.gr-assets.com/books/1410030512m/32424.jpg
2214,1570425779,james patterson keith david anthony heald,1997,cat and mouse alex cross 4,3.96,45217,https://images.gr-assets.com/books/1375828879m/21436.jpg
2215,142408808,judy blume,1980,superfudge fudge 3,3.98,50917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2216,735221081,shari lapena,2016,the couple next door,3.74,63237,https://images.gr-assets.com/books/1471502242m/28815474.jpg
2217,61996181,cynthia hand,2012,hallowed unearthly 2,4.15,58860,https://images.gr-assets.com/books/1332883896m/11563110.jpg
2218,031624662X,ann leckie,2013,ancillary justice imperial radch 1,3.97,38747,https://images.gr-assets.com/books/1397215917m/17333324.jpg
2219,765340747,terry goodkind,2001,the pillars of creation sword of truth 7,3.67,43424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2220,60566108,james c collins jerry i porras,1994,built to last successful habits of visionary companies,3.98,39618,https://images.gr-assets.com/books/1412047084m/4122.jpg
2221,1616149981,allen eskens,2014,the life we bury,3.93,35689,https://images.gr-assets.com/books/1437077793m/20758175.jpg
2222,1595547169,eric wilson,2008,fireproof,4.47,37258,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2223,140273344,jack higgins,1975,the eagle has landed liam devlin 1,4.15,41677,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2224,425201376,laurell k hamilton,1996,the lunatic cafe anita blake vampire hunter 4,4.12,58023,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2225,978970764,david wong,2007,john dies at the end john dies at the end 1,3.92,35387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2226,345409469,carl sagan ann druyan,1995,the demonhaunted world science as a candle in the dark,4.27,40583,https://images.gr-assets.com/books/1405201597m/17349.jpg
2227,1906427135,lucy christopher,2009,stolen a letter to my captor,3.93,52435,https://images.gr-assets.com/books/1311064295m/6408862.jpg
2229,1573225126,elizabeth wurtzel,1994,prozac nation,3.57,44408,https://images.gr-assets.com/books/1282607176m/227603.jpg
2230,080508049X,lloyd alexander,1965,the black cauldron the chronicles of prydain 2,4.13,49138,https://images.gr-assets.com/books/1405377996m/24784.jpg
2231,525949690,daniel j levitin,2006,this is your brain on music the science of a human obsession,3.86,37465,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2232,62294377,mitch albom,2013,the first phone call from heaven,3.73,38957,https://images.gr-assets.com/books/1380034020m/17888952.jpg
2233,031242681X,augusten burroughs,2006,possible side effects,3.97,38243,https://images.gr-assets.com/books/1412064839m/61115.jpg
2234,1400065755,anna quindlen,2014,still life with bread crumbs,3.63,35682,https://images.gr-assets.com/books/1403168088m/17884042.jpg
2235,1579126243,agatha christie,1936,the abc murders hercule poirot 13,3.97,49513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2236,310902711,anonymous,1909,holy bible new international version,4.61,40430,https://images.gr-assets.com/books/1382581321m/280111.jpg
2237,451235843,jr ward,2012,lover reborn black dagger brotherhood 10,4.35,57866,https://images.gr-assets.com/books/1319144072m/10993282.jpg
2238,380800829,julia quinn,2000,the duke and i bridgertons 1,4.11,57839,https://images.gr-assets.com/books/1379594717m/110391.jpg
2239,786930705,margaret weis tracy hickman,1985,dragons of spring dawning dragonlance chronicles 3,4.12,39928,https://images.gr-assets.com/books/1312062224m/68378.jpg
2240,375508333,lorraine hansberry,1959,a raisin in the sun,3.72,44237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2241,345457692,richard k morgan,2002,altered carbon takeshi kovacs 1,4.1,41505,https://images.gr-assets.com/books/1387128955m/40445.jpg
2242,425184226,tom clancy,1991,the sum of all fears jack ryan universe 7,3.99,43888,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2244,1607066920,brian k vaughan fiona staples,2013,saga vol 2 saga 2,4.57,56122,https://images.gr-assets.com/books/1486028954m/17131869.jpg
2245,440241014,lee child,2004,the enemy jack reacher 8,4.15,42205,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2246,393244660,michael   lewis,2014,flash boys a wall street revolt,4.12,18379,https://images.gr-assets.com/books/1404963230m/20604826.jpg
2247,375701214,jeandominique bauby jeremy leggatt,1997,the diving bell and the butterfly,4.01,41037,https://images.gr-assets.com/books/1336930564m/193755.jpg
2248,805096663,bill oreilly martin dugard,2012,killing kennedy the end of camelot,4.05,35799,https://images.gr-assets.com/books/1337689366m/13538641.jpg
2249,385539436,john grisham,2015,rogue lawyer,3.7,29156,https://images.gr-assets.com/books/1434559021m/25387351.jpg
2250,076791936X,bill bryson,2006,the life and times of the thunderbolt kid,3.93,42680,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2251,312595670,chevy stevens,2010,still missing,3.96,44223,https://images.gr-assets.com/books/1260468195m/7159515.jpg
2252,6551815,frank mccourt,1999,tis frank mccourt 2,3.66,40726,https://images.gr-assets.com/books/1375947803m/4912.jpg
2253,1400032059,charles c mann,2005,1491 new revelations of the americas before columbus,4.01,41815,https://images.gr-assets.com/books/1327865228m/39020.jpg
2254,1250060559,marissa meyer,2015,fairest the lunar chronicles 35,4.02,59545,https://images.gr-assets.com/books/1460846345m/22489107.jpg
2255,679763309,kay redfield jamison,1995,an unquiet mind a memoir of moods and madness,4.03,41102,https://images.gr-assets.com/books/1350028748m/361459.jpg
2256,1591451884,sarah  young,2004,jesus calling enjoying peace in his presence,4.54,35219,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
2257,451218590,edward albee,1962,whos afraid of virginia woolf,4.09,45045,https://images.gr-assets.com/books/1327962277m/14940.jpg
